id,award,year,league,playerID,pointsWon,pointsMax,votesFirst,createdAt,updatedAt
3651,MVP,1972,NL,morgajo02,197,336,5,,
3652,MVP,1972,NL,motama01,4,336,0,,
3653,MVP,1972,NL,oliveal01,52,336,0,,
3654,MVP,1972,NL,rosepe01,19,336,0,,
3655,MVP,1972,NL,sanguma01,12,336,0,,
3656,MVP,1972,NL,seaveto01,2,336,0,,
3657,MVP,1972,NL,simmote01,22,336,0,,
3658,MVP,1972,NL,speiech01,1,336,0,,
3659,MVP,1972,NL,stargwi01,201,336,2,,
3660,MVP,1972,NL,staubru01,2,336,0,,
3661,MVP,1972,NL,tolanbo01,6,336,0,,
3662,MVP,1972,NL,willibi01,211,336,5,,
3663,MVP,1973,AL,allendi01,1,336,0,,
3664,MVP,1973,AL,bandosa01,83,336,0,,
3665,MVP,1973,AL,belanma01,8,336,0,,
3666,MVP,1973,AL,blairpa01,2,336,0,,
3667,MVP,1973,AL,bluevi01,3,336,0,,
3668,MVP,1973,AL,blylebe01,4,336,0,,
3669,MVP,1973,AL,briggjo02,6,336,0,,
3670,MVP,1973,AL,campabe01,4,336,0,,
3671,MVP,1973,AL,carewro01,83,336,0,,
3672,MVP,1973,AL,cepedor01,21,336,0,,
3673,MVP,1973,AL,colemjo05,6,336,0,,
3674,MVP,1973,AL,davisto02,47,336,0,,
3675,MVP,1973,AL,fiskca01,16,336,0,,
3676,MVP,1973,AL,grichbo01,9,336,0,,
3677,MVP,1973,AL,harpeto01,33,336,0,,
3678,MVP,1973,AL,hillejo01,83,336,0,,
3679,MVP,1973,AL,hortowi01,3,336,0,,
3680,MVP,1973,AL,hunteca01,47,336,0,,
3681,MVP,1973,AL,jacksre01,336,336,24,,
3682,MVP,1973,AL,johnsde01,8,336,0,,
3683,MVP,1973,AL,maybejo01,76,336,0,,
3684,MVP,1973,AL,mayca01,3,336,0,,
3685,MVP,1973,AL,mayda01,65,336,0,,
3686,MVP,1973,AL,munsoth01,43,336,0,,
3687,MVP,1973,AL,murcebo01,53,336,0,,
3688,MVP,1973,AL,nelsoda01,2,336,0,,
3689,MVP,1973,AL,northbi01,3,336,0,,
3690,MVP,1973,AL,otisam01,112,336,0,,
3691,MVP,1973,AL,palmeji01,172,336,0,,
3692,MVP,1973,AL,perryga01,4,336,0,,
3693,MVP,1973,AL,robinfr02,21,336,0,,
3694,MVP,1973,AL,rojasco01,5,336,0,,
3695,MVP,1973,AL,ryanno01,20,336,0,,
3696,MVP,1973,AL,scottge02,25,336,0,,
3697,MVP,1973,AL,yastrca01,9,336,0,,
3698,MVP,1973,NL,aaronha01,35,336,0,,
3699,MVP,1973,NL,benchjo01,41,336,0,,
3700,MVP,1973,NL,billija01,6,336,0,,
3701,MVP,1973,NL,bondsbo01,174,336,1,,
3702,MVP,1973,NL,brocklo01,65,336,0,,
3703,MVP,1973,NL,bryanro01,5,336,0,,
3704,MVP,1973,NL,cardejo02,6,336,0,,
3705,MVP,1973,NL,cedence01,39,336,0,,
3706,MVP,1973,NL,daviswi02,12,336,0,,
3707,MVP,1973,NL,evansda01,11,336,0,,
3708,MVP,1973,NL,fergujo01,7,336,0,,
3709,MVP,1973,NL,fuentti01,8,336,0,,
3710,MVP,1973,NL,harrebu01,2,336,0,,
3711,MVP,1973,NL,huntro01,5,336,0,,
3712,MVP,1973,NL,johnsda02,34,336,0,,
3713,MVP,1973,NL,luzingr01,2,336,0,,
3714,MVP,1973,NL,maddoga01,3,336,0,,
3715,MVP,1973,NL,marshmi01,93,336,0,,
3716,MVP,1973,NL,mayle01,9,336,0,,
3717,MVP,1973,NL,mcgratu01,17,336,0,,
3718,MVP,1973,NL,millafe01,12,336,0,,
3719,MVP,1973,NL,morgajo02,102,336,1,,
3720,MVP,1973,NL,oliveal01,6,336,0,,
3721,MVP,1973,NL,perezto01,59,336,0,,
3722,MVP,1973,NL,rosepe01,274,336,12,,
3723,MVP,1973,NL,russebi01,1,336,0,,
3724,MVP,1973,NL,seaveto01,57,336,0,,
3725,MVP,1973,NL,simmote01,20,336,0,,
3726,MVP,1973,NL,singlke01,52,336,0,,
3727,MVP,1973,NL,stargwi01,250,336,10,,
3728,MVP,1973,NL,watsobo01,7,336,0,,
3729,MVP,1973,NL,willibi01,2,336,0,,
3730,MVP,1974,AL,allendi01,8,336,0,,
3731,MVP,1974,AL,bandosa01,143,336,3,,
3732,MVP,1974,AL,belanma01,6,336,0,,
3733,MVP,1974,AL,blairpa01,27,336,0,,
3734,MVP,1974,AL,burroje01,248,336,10,,
3735,MVP,1974,AL,busbyst01,3,336,0,,
3736,MVP,1974,AL,campabe01,23,336,0,,
3737,MVP,1974,AL,carewro01,70,336,0,,
3738,MVP,1974,AL,cuellmi01,42,336,0,,
3739,MVP,1974,AL,davisto02,6,336,0,,
3740,MVP,1974,AL,dobsopa01,1,336,0,,
3741,MVP,1974,AL,fingero01,21,336,0,,
3742,MVP,1974,AL,grichbo01,49,336,0,,
3743,MVP,1974,AL,hendeke01,12,336,0,,
3744,MVP,1974,AL,hillejo01,11,336,0,,
3745,MVP,1974,AL,hunteca01,107,336,1,,
3746,MVP,1974,AL,jacksre01,119,336,1,,
3747,MVP,1974,AL,jenkife01,118,336,3,,
3748,MVP,1974,AL,lylesp01,7,336,0,,
3749,MVP,1974,AL,maddoel01,59,336,0,,
3750,MVP,1974,AL,mcraeha01,3,336,0,,
3751,MVP,1974,AL,moneydo01,5,336,0,,
3752,MVP,1974,AL,munsoth01,6,336,0,,
3753,MVP,1974,AL,murcebo01,10,336,0,,
3754,MVP,1974,AL,murphto02,3,336,0,,
3755,MVP,1974,AL,perryga01,18,336,0,,
3756,MVP,1974,AL,pinielo01,8,336,0,,
3757,MVP,1974,AL,randlle01,10,336,0,,
3758,MVP,1974,AL,robinbr01,30,336,0,,
3759,MVP,1974,AL,rudijo01,161,336,5,,
3760,MVP,1974,AL,ryanno01,24,336,0,,
3761,MVP,1974,AL,scottge02,2,336,0,,
3762,MVP,1974,AL,tiantlu01,41,336,0,,
3763,MVP,1974,AL,yastrca01,14,336,0,,
3764,MVP,1974,NL,benchjo01,141,336,0,,
3765,MVP,1974,NL,billija01,4,336,0,,
3766,MVP,1974,NL,brocklo01,233,336,8,,
3767,MVP,1974,NL,bucknbi01,1,336,0,,
3768,MVP,1974,NL,caprabu01,3,336,0,,
3769,MVP,1974,NL,cashda01,6,336,0,,
3770,MVP,1974,NL,cedence01,4,336,0,,
3771,MVP,1974,NL,ceyro01,1,336,0,,
3772,MVP,1974,NL,conceda01,5,336,0,,
3773,MVP,1974,NL,garrra01,11,336,0,,
3774,MVP,1974,NL,garvest01,270,336,13,,
3775,MVP,1974,NL,hebneri01,2,336,0,,
3776,MVP,1974,NL,hraboal01,4,336,0,,
3777,MVP,1974,NL,marshmi01,146,336,1,,
3778,MVP,1974,NL,mcbriba01,2,336,0,,
3779,MVP,1974,NL,mcgloly01,2,336,0,,
3780,MVP,1974,NL,messean01,4,336,0,,
3781,MVP,1974,NL,morgajo02,72,336,0,,
3782,MVP,1974,NL,oliveal01,87,336,0,,
3783,MVP,1974,NL,schmimi01,136,336,0,,
3784,MVP,1974,NL,simmote01,7,336,0,,
3785,MVP,1974,NL,smithre06,39,336,0,,
3786,MVP,1974,NL,stargwi01,43,336,0,,
3787,MVP,1974,NL,stennre01,2,336,0,,
3788,MVP,1974,NL,wynnji01,137,336,0,,
3789,MVP,1974,NL,ziskri01,54,336,0,,
3790,MVP,1975,AL,baylodo01,6,336,0,,
3791,MVP,1975,AL,bondsbo01,1,336,0,,
3792,MVP,1975,AL,brettge01,37,336,0,,
3793,MVP,1975,AL,burleri01,28,336,0,,
3794,MVP,1975,AL,campabe01,6,336,0,,
3795,MVP,1975,AL,carewro01,54,336,0,,
3796,MVP,1975,AL,doylede01,5,336,0,,
3797,MVP,1975,AL,fingero01,129,336,2,,
3798,MVP,1975,AL,gossari01,11,336,0,,
3799,MVP,1975,AL,harrato01,16,336,0,,
3800,MVP,1975,AL,hunteca01,31,336,0,,
3801,MVP,1975,AL,jacksre01,118,336,0,,
3802,MVP,1975,AL,kaatji01,2,336,0,,
3803,MVP,1975,AL,leebi03,5,336,0,,
3804,MVP,1975,AL,lindbpa01,7,336,0,,
3805,MVP,1975,AL,lynnfr01,326,336,22,,
3806,MVP,1975,AL,maybejo01,157,336,0,,
3807,MVP,1975,AL,mayle01,2,336,0,,
3808,MVP,1975,AL,munsoth01,69,336,0,,
3809,MVP,1975,AL,palmeji01,82,336,0,,
3810,MVP,1975,AL,powelbo01,6,336,0,,
3811,MVP,1975,AL,riceji01,154,336,0,,
3812,MVP,1975,AL,rudijo01,3,336,0,,
3813,MVP,1975,AL,scottge02,64,336,0,,
3814,MVP,1975,AL,singlke01,44,336,0,,
3815,MVP,1975,AL,tenacge01,7,336,0,,
3816,MVP,1975,AL,toddji01,5,336,0,,
3817,MVP,1975,AL,torremi01,12,336,0,,
3818,MVP,1975,AL,washicl01,22,336,0,,
3819,MVP,1975,AL,wiseri01,4,336,0,,
3820,MVP,1975,AL,yastrca01,1,336,0,,
3821,MVP,1975,NL,benchjo01,117,336,0,,
3822,MVP,1975,NL,bowala01,3,336,0,,
3823,MVP,1975,NL,brocklo01,6,336,0,,
3824,MVP,1975,NL,cashda01,26,336,0,,
3825,MVP,1975,NL,ceyro01,11,336,0,,
3826,MVP,1975,NL,garvest01,50,336,0,,
3827,MVP,1975,NL,hraboal01,66,336,0,,
3828,MVP,1975,NL,jonesra01,54,336,0,,
3829,MVP,1975,NL,kingmda01,9,336,0,,
3830,MVP,1975,NL,luzingr01,154,336,0,,
3831,MVP,1975,NL,madlobi01,45,336,0,,
3832,MVP,1975,NL,messean01,1,336,0,,
3833,MVP,1975,NL,montawi01,1,336,0,,
3834,MVP,1975,NL,morgajo02,321,336,21,,
3835,MVP,1975,NL,parkeda01,120,336,0,,
3836,MVP,1975,NL,perezto01,18,336,0,,
3837,MVP,1975,NL,reussje01,2,336,0,,
3838,MVP,1975,NL,rosepe01,114,336,2,,
3839,MVP,1975,NL,sanguma01,16,336,0,,
3840,MVP,1975,NL,schmimi01,16,336,0,,
3841,MVP,1975,NL,seaveto01,65,336,0,,
3842,MVP,1975,NL,simmote01,103,336,0,,
3843,MVP,1975,NL,stargwi01,69,336,0,,
3844,MVP,1975,NL,staubru01,20,336,0,,
3845,MVP,1975,NL,watsobo01,8,336,0,,
3846,MVP,1976,AL,bandosa01,31,336,0,,
3847,MVP,1976,AL,bluevi01,10,336,0,,
3848,MVP,1976,AL,brettge01,217,336,2,,
3849,MVP,1976,AL,campbbi02,56,336,0,,
3850,MVP,1976,AL,carewro01,71,336,1,,
3851,MVP,1976,AL,cartyri01,5,336,0,,
3852,MVP,1976,AL,chambch01,71,336,0,,
3853,MVP,1976,AL,fidryma01,41,336,1,,
3854,MVP,1976,AL,figueed01,9,336,0,,
3855,MVP,1976,AL,fingero01,12,336,0,,
3856,MVP,1976,AL,jacksre01,17,336,0,,
3857,MVP,1976,AL,lefloro01,6,336,0,,
3858,MVP,1976,AL,littema01,5,336,0,,
3859,MVP,1976,AL,lylesp01,8,336,0,,
3860,MVP,1976,AL,maybejo01,1,336,0,,
3861,MVP,1976,AL,mayle01,51,336,0,,
3862,MVP,1976,AL,mcraeha01,99,336,0,,
3863,MVP,1976,AL,munsoth01,304,336,18,,
3864,MVP,1976,AL,nettlgr01,17,336,0,,
3865,MVP,1976,AL,otisam01,58,336,1,,
3866,MVP,1976,AL,palmeji01,47,336,0,,
3867,MVP,1976,AL,rivermi01,179,336,1,,
3868,MVP,1976,AL,rudijo01,35,336,0,,
3869,MVP,1976,AL,tananfr01,19,336,0,,
3870,MVP,1976,AL,tenacge01,13,336,0,,
3871,MVP,1976,AL,tiantlu01,3,336,0,,
3872,MVP,1976,AL,whitero01,3,336,0,,
3873,MVP,1976,AL,wynegbu01,1,336,0,,
3874,MVP,1976,AL,yastrca01,26,336,0,,
3875,MVP,1976,NL,bowala01,1,336,0,,
3876,MVP,1976,NL,brocklo01,3,336,0,,
3877,MVP,1976,NL,carltst01,16,336,0,,
3878,MVP,1976,NL,cashda01,15,336,0,,
3879,MVP,1976,NL,cedence01,3,336,0,,
3880,MVP,1976,NL,ceyro01,6,336,0,,
3881,MVP,1976,NL,eastwra01,26,336,0,,
3882,MVP,1976,NL,fostege01,221,336,5,,
3883,MVP,1976,NL,garvest01,51,336,0,,
3884,MVP,1976,NL,geronce01,3,336,0,,
3885,MVP,1976,NL,griffke01,49,336,0,,
3886,MVP,1976,NL,jonesra01,48,336,0,,
3887,MVP,1976,NL,kingmda01,11,336,0,,
3888,MVP,1976,NL,koosmje01,20,336,0,,
3889,MVP,1976,NL,luzingr01,49,336,0,,
3890,MVP,1976,NL,maddoga01,98,336,0,,
3891,MVP,1976,NL,madlobi01,51,336,0,,
3892,MVP,1976,NL,mondari01,11,336,0,,
3893,MVP,1976,NL,montawi01,4,336,0,,
3894,MVP,1976,NL,morgajo02,311,336,19,,
3895,MVP,1976,NL,oliveal01,30,336,0,,
3896,MVP,1976,NL,parkeda01,10,336,0,,
3897,MVP,1976,NL,richajr01,12,336,0,,
3898,MVP,1976,NL,robinbi02,9,336,0,,
3899,MVP,1976,NL,rosepe01,131,336,0,,
3900,MVP,1976,NL,schmimi01,179,336,0,,
3901,MVP,1976,NL,suttodo01,7,336,0,,
3902,MVP,1976,NL,watsobo01,38,336,0,,
3903,MVP,1976,NL,ziskri01,3,336,0,,
3904,MVP,1977,AL,bondsbo01,28,392,0,,
3905,MVP,1977,AL,bostoly01,2,392,0,,
3906,MVP,1977,AL,brettge01,51,392,0,,
3907,MVP,1977,AL,burleri01,5,392,0,,
3908,MVP,1977,AL,campbbi02,65,392,0,,
3909,MVP,1977,AL,carewro01,273,392,12,,
3910,MVP,1977,AL,chambch01,1,392,0,,
3911,MVP,1977,AL,cowenal01,217,392,4,,
3912,MVP,1977,AL,fiskca01,67,392,1,,
3913,MVP,1977,AL,gamblos01,1,392,0,,
3914,MVP,1977,AL,guidrro01,11,392,0,,
3915,MVP,1977,AL,hislela01,54,392,1,,
3916,MVP,1977,AL,hobsobu01,4,392,0,,
3917,MVP,1977,AL,jacksre01,67,392,1,,
3918,MVP,1977,AL,johnsto02,2,392,0,,
3919,MVP,1977,AL,lefloro01,7,392,0,,
3920,MVP,1977,AL,leonade01,1,392,0,,
3921,MVP,1977,AL,lylesp01,79,392,1,,
3922,MVP,1977,AL,mcraeha01,3,392,0,,
3923,MVP,1977,AL,munsoth01,70,392,1,,
3924,MVP,1977,AL,nettlgr01,112,392,2,,
3925,MVP,1977,AL,palmeji01,9,392,0,,
3926,MVP,1977,AL,riceji01,163,392,1,,
3927,MVP,1977,AL,rivermi01,59,392,0,,
3928,MVP,1977,AL,ryanno01,3,392,0,,
3929,MVP,1977,AL,scottge02,3,392,0,,
3930,MVP,1977,AL,singlke01,200,392,3,,
3931,MVP,1977,AL,sundbji01,30,392,0,,
3932,MVP,1977,AL,thompja01,6,392,0,,
3933,MVP,1977,AL,yastrca01,25,392,1,,
3934,MVP,1977,AL,ziskri01,34,392,0,,
3935,MVP,1977,NL,benchjo01,3,336,0,,
3936,MVP,1977,NL,bowala01,1,336,0,,
3937,MVP,1977,NL,burroje01,9,336,0,,
3938,MVP,1977,NL,candejo01,8,336,0,,
3939,MVP,1977,NL,carltst01,100,336,0,,
3940,MVP,1977,NL,ceyro01,60,336,0,,
3941,MVP,1977,NL,fingero01,17,336,0,,
3942,MVP,1977,NL,fostege01,291,336,15,,
3943,MVP,1977,NL,garvest01,98,336,0,,
3944,MVP,1977,NL,johnto01,33,336,0,,
3945,MVP,1977,NL,luzingr01,255,336,9,,
3946,MVP,1977,NL,mccovwi01,5,336,0,,
3947,MVP,1977,NL,mcgratu01,2,336,0,,
3948,MVP,1977,NL,oliveal01,9,336,0,,
3949,MVP,1977,NL,parkeda01,156,336,0,,
3950,MVP,1977,NL,reuscri01,3,336,0,,
3951,MVP,1977,NL,robinbi02,34,336,0,,
3952,MVP,1977,NL,rosepe01,15,336,0,,
3953,MVP,1977,NL,schmimi01,48,336,0,,
3954,MVP,1977,NL,seaveto01,1,336,0,,
3955,MVP,1977,NL,simmote01,58,336,0,,
3956,MVP,1977,NL,smithre06,112,336,0,,
3957,MVP,1977,NL,stennre01,7,336,0,,
3958,MVP,1977,NL,suttebr01,68,336,0,,
3959,MVP,1977,NL,templga01,20,336,0,,
3960,MVP,1977,NL,valenel01,3,336,0,,
3961,MVP,1978,AL,baylodo01,51,392,0,,
3962,MVP,1978,AL,bostoly01,8,392,0,,
3963,MVP,1978,AL,brettge01,14,392,0,,
3964,MVP,1978,AL,burleri01,1,392,0,,
3965,MVP,1978,AL,caldwmi01,41,392,0,,
3966,MVP,1978,AL,carewro01,46,392,0,,
3967,MVP,1978,AL,eckerde01,4,392,0,,
3968,MVP,1978,AL,fiskca01,49,392,0,,
3969,MVP,1978,AL,galeri01,2,392,0,,
3970,MVP,1978,AL,gossari01,39,392,0,,
3971,MVP,1978,AL,guidrro01,291,392,8,,
3972,MVP,1978,AL,gurala01,8,392,0,,
3973,MVP,1978,AL,hislela01,201,392,0,,
3974,MVP,1978,AL,jacksre01,18,392,0,,
3975,MVP,1978,AL,larocda01,6,392,0,,
3976,MVP,1978,AL,lefloro01,21,392,0,,
3977,MVP,1978,AL,lynnfr01,6,392,0,,
3978,MVP,1978,AL,mcraeha01,4,392,0,,
3979,MVP,1978,AL,moneydo01,5,392,0,,
3980,MVP,1978,AL,munsoth01,9,392,0,,
3981,MVP,1978,AL,murraed02,50,392,0,,
3982,MVP,1978,AL,nettlgr01,86,392,0,,
3983,MVP,1978,AL,oliveal01,26,392,0,,
3984,MVP,1978,AL,otisam01,90,392,0,,
3985,MVP,1978,AL,pinielo01,11,392,0,,
3986,MVP,1978,AL,porteda02,48,392,0,,
3987,MVP,1978,AL,randowi01,5,392,0,,
3988,MVP,1978,AL,riceji01,352,392,20,,
3989,MVP,1978,AL,rivermi01,6,392,0,,
3990,MVP,1978,AL,roberle01,3,392,0,,
3991,MVP,1978,AL,singlke01,2,392,0,,
3992,MVP,1978,AL,stanlbo01,6,392,0,,
3993,MVP,1978,AL,staubru01,88,392,0,,
3994,MVP,1978,AL,sundbji01,24,392,0,,
3995,MVP,1978,AL,tananfr01,1,392,0,,
3996,MVP,1978,AL,thornan01,12,392,0,,
3997,MVP,1978,AL,yastrca01,17,392,0,,
3998,MVP,1978,NL,bluevi01,33,336,0,,
3999,MVP,1978,NL,boonebo01,1,336,0,,
4000,MVP,1978,NL,bowala01,189,336,3,,
4001,MVP,1978,NL,bucknbi01,8,336,0,,
4002,MVP,1978,NL,burroje01,7,336,0,,
4003,MVP,1978,NL,cabelen01,2,336,0,,
4004,MVP,1978,NL,clarkja01,107,336,0,,
4005,MVP,1978,NL,fingero01,16,336,0,,
4006,MVP,1978,NL,fostege01,104,336,0,,
4007,MVP,1978,NL,garvest01,194,336,0,,
4008,MVP,1978,NL,hootobu01,15,336,0,,
4009,MVP,1978,NL,lopesda01,12,336,0,,
4010,MVP,1978,NL,luzingr01,48,336,0,,
4011,MVP,1978,NL,maddoga01,4,336,0,,
4012,MVP,1978,NL,niekrph01,8,336,0,,
4013,MVP,1978,NL,parkeda01,320,336,21,,
4014,MVP,1978,NL,perryga01,45,336,0,,
4015,MVP,1978,NL,rosepe01,35,336,0,,
4016,MVP,1978,NL,smithre06,164,336,0,,
4017,MVP,1978,NL,stargwi01,39,336,0,,
4018,MVP,1978,NL,suttebr01,5,336,0,,
4019,MVP,1978,NL,tekulke01,23,336,0,,
4020,MVP,1978,NL,winfida01,37,336,0,,
4021,MVP,1979,AL,baylodo01,347,392,20,,
4022,MVP,1979,AL,bellbu01,48,392,0,,
4023,MVP,1979,AL,brettge01,226,392,2,,
4024,MVP,1979,AL,burleri01,7,392,0,,
4025,MVP,1979,AL,clearma01,12,392,0,,
4026,MVP,1979,AL,coopece01,4,392,0,,
4027,MVP,1979,AL,downibr01,24,392,0,,
4028,MVP,1979,AL,flanami01,100,392,3,,
4029,MVP,1979,AL,fordda01,1,392,0,,
4030,MVP,1979,AL,grichbo01,58,392,0,,
4031,MVP,1979,AL,guidrro01,1,392,0,,
4032,MVP,1979,AL,hargrmi01,1,392,0,,
4033,MVP,1979,AL,hortowi01,3,392,0,,
4034,MVP,1979,AL,jacksre01,3,392,0,,
4035,MVP,1979,AL,johnto01,5,392,0,,
4036,MVP,1979,AL,kempst01,15,392,0,,
4037,MVP,1979,AL,kernji01,25,392,0,,
4038,MVP,1979,AL,lezcasi01,18,392,0,,
4039,MVP,1979,AL,lynnfr01,160,392,0,,
4040,MVP,1979,AL,marshmi01,25,392,0,,
4041,MVP,1979,AL,molitpa01,8,392,0,,
4042,MVP,1979,AL,murraed02,25,392,0,,
4043,MVP,1979,AL,porteda02,52,392,0,,
4044,MVP,1979,AL,riceji01,124,392,0,,
4045,MVP,1979,AL,singlke01,241,392,3,,
4046,MVP,1979,AL,smallro02,16,392,0,,
4047,MVP,1979,AL,thomago01,87,392,0,,
4048,MVP,1979,AL,wilsowi02,15,392,0,,
4049,MVP,1979,NL,benchjo01,7,336,0,,
4050,MVP,1979,NL,cartega01,15,336,1,,
4051,MVP,1979,NL,collida02,3,336,0,,
4052,MVP,1979,NL,conceda01,63,336,0,,
4053,MVP,1979,NL,dawsoan01,6,336,0,,
4054,MVP,1979,NL,fostege01,34,336,0,,
4055,MVP,1979,NL,garvest01,30,336,0,,
4056,MVP,1979,NL,hernake01,216,336,10,,
4057,MVP,1979,NL,hornebo01,1,336,0,,
4058,MVP,1979,NL,kingmda01,53,336,0,,
4059,MVP,1979,NL,knighra01,82,336,2,,
4060,MVP,1979,NL,madlobi01,14,336,1,,
4061,MVP,1979,NL,matthga01,4,336,0,,
4062,MVP,1979,NL,morenom01,23,336,0,,
4063,MVP,1979,NL,niekrjo01,75,336,1,,
4064,MVP,1979,NL,niekrph01,11,336,0,,
4065,MVP,1979,NL,parkeda01,56,336,0,,
4066,MVP,1979,NL,parrila01,128,336,0,,
4067,MVP,1979,NL,richajr01,12,336,0,,
4068,MVP,1979,NL,rosepe01,23,336,0,,
4069,MVP,1979,NL,sambijo01,9,336,0,,
4070,MVP,1979,NL,schmimi01,32,336,0,,
4071,MVP,1979,NL,seaveto01,9,336,0,,
4072,MVP,1979,NL,stargwi01,216,336,4,,
4073,MVP,1979,NL,suttebr01,69,336,0,,
4074,MVP,1979,NL,tekulke01,64,336,1,,
4075,MVP,1979,NL,templga01,5,336,0,,
4076,MVP,1979,NL,winfida01,155,336,4,,
4077,MVP,1980,AL,armasto01,29,392,0,,
4078,MVP,1980,AL,bellbu01,7,392,0,,
4079,MVP,1980,AL,brettge01,335,392,17,,
4080,MVP,1980,AL,bumbral01,27,392,0,,
4081,MVP,1980,AL,ceronri01,77,392,1,,
4082,MVP,1980,AL,coopece01,160,392,0,,
4083,MVP,1980,AL,dilonmi01,2,392,0,,
4084,MVP,1980,AL,gossari01,218,392,4,,
4085,MVP,1980,AL,henderi01,51,392,0,,
4086,MVP,1980,AL,jacksre01,234,392,5,,
4087,MVP,1980,AL,lynnfr01,1,392,0,,
4088,MVP,1980,AL,murraed02,106,392,0,,
4089,MVP,1980,AL,norrimi01,10,392,0,,
4090,MVP,1980,AL,oglivbe01,27,392,0,,
4091,MVP,1980,AL,oliveal01,31,392,0,,
4092,MVP,1980,AL,perezto01,2,392,0,,
4093,MVP,1980,AL,quiseda01,70,392,0,,
4094,MVP,1980,AL,randowi01,10,392,0,,
4095,MVP,1980,AL,rivermi01,7,392,0,,
4096,MVP,1980,AL,singlke01,4,392,0,,
4097,MVP,1980,AL,stonest01,53,392,0,,
4098,MVP,1980,AL,trammal01,6,392,0,,
4099,MVP,1980,AL,wathajo01,1,392,0,,
4100,MVP,1980,AL,wilsowi02,169,392,1,,
4101,MVP,1980,AL,yountro01,8,392,0,,
4102,MVP,1980,NL,bakerdu01,138,336,0,,
4103,MVP,1980,NL,benchjo01,7,336,0,,
4104,MVP,1980,NL,bibbyji01,11,336,0,,
4105,MVP,1980,NL,bucknbi01,11,336,0,,
4106,MVP,1980,NL,carltst01,134,336,0,,
4107,MVP,1980,NL,cartega01,193,336,0,,
4108,MVP,1980,NL,cedence01,14,336,0,,
4109,MVP,1980,NL,clarkja01,6,336,0,,
4110,MVP,1980,NL,cruzjo01,166,336,0,,
4111,MVP,1980,NL,dawsoan01,72,336,0,,
4112,MVP,1980,NL,easlemi01,2,336,0,,
4113,MVP,1980,NL,garvest01,131,336,0,,
4114,MVP,1980,NL,griffke01,1,336,0,,
4115,MVP,1980,NL,hendrge01,50,336,0,,
4116,MVP,1980,NL,hernake01,29,336,0,,
4117,MVP,1980,NL,hornebo01,42,336,0,,
4118,MVP,1980,NL,lefloro01,1,336,0,,
4119,MVP,1980,NL,mcbriba01,32,336,0,,
4120,MVP,1980,NL,mcgratu01,10,336,0,,
4121,MVP,1980,NL,murphda05,23,336,0,,
4122,MVP,1980,NL,niekrjo01,3,336,0,,
4123,MVP,1980,NL,reussje01,2,336,0,,
4124,MVP,1980,NL,richage01,1,336,0,,
4125,MVP,1980,NL,schmimi01,336,336,24,,
4126,MVP,1980,NL,scottro01,1,336,0,,
4127,MVP,1981,AL,almonbi01,6,392,0,,
4128,MVP,1981,AL,armasto01,139,392,1,,
4129,MVP,1981,AL,bellbu01,7,392,0,,
4130,MVP,1981,AL,brettge01,1,392,0,,
4131,MVP,1981,AL,coopece01,96,392,0,,
4132,MVP,1981,AL,evansdw01,140,392,0,,
4133,MVP,1981,AL,fingero01,319,392,15,,
4134,MVP,1981,AL,gibsoki01,40,392,0,,
4135,MVP,1981,AL,gossari01,62,392,0,,
4136,MVP,1981,AL,grichbo01,19,392,0,,
4137,MVP,1981,AL,hargrmi01,4,392,0,,
4138,MVP,1981,AL,henderi01,308,392,12,,
4139,MVP,1981,AL,kempst01,3,392,0,,
4140,MVP,1981,AL,lansfca01,109,392,0,,
4141,MVP,1981,AL,luzingr01,3,392,0,,
4142,MVP,1981,AL,martide01,3,392,0,,
4143,MVP,1981,AL,mccatst01,22,392,0,,
4144,MVP,1981,AL,morrija02,17,392,0,,
4145,MVP,1981,AL,mumphje01,5,392,0,,
4146,MVP,1981,AL,murphdw01,45,392,0,,
4147,MVP,1981,AL,murraed02,137,392,0,,
4148,MVP,1981,AL,oliveal01,8,392,0,,
4149,MVP,1981,AL,pacioto01,46,392,0,,
4150,MVP,1981,AL,singlke01,3,392,0,,
4151,MVP,1981,AL,stiebda01,1,392,0,,
4152,MVP,1981,AL,trammal01,4,392,0,,
4153,MVP,1981,AL,winfida01,98,392,0,,
4154,MVP,1981,AL,yountro01,7,392,0,,
4155,MVP,1981,NL,bakerdu01,65,336,0,,
4156,MVP,1981,NL,bucknbi01,35,336,0,,
4157,MVP,1981,NL,campri01,9,336,0,,
4158,MVP,1981,NL,carltst01,41,336,0,,
4159,MVP,1981,NL,cartega01,77,336,0,,
4160,MVP,1981,NL,conceda01,108,336,0,,
4161,MVP,1981,NL,cromawa01,3,336,0,,
4162,MVP,1981,NL,cruzjo01,25,336,0,,
4163,MVP,1981,NL,dawsoan01,215,336,2,,
4164,MVP,1981,NL,fostege01,146,336,0,,
4165,MVP,1981,NL,garvest01,1,336,0,,
4166,MVP,1981,NL,hendrge01,25,336,0,,
4167,MVP,1981,NL,hernake01,9,336,0,,
4168,MVP,1981,NL,herrto01,7,336,0,,
4169,MVP,1981,NL,howear01,16,336,0,,
4170,MVP,1981,NL,madlobi01,20,336,0,,
4171,MVP,1981,NL,matthga01,31,336,0,,
4172,MVP,1981,NL,maymi01,1,336,0,,
4173,MVP,1981,NL,mintogr01,4,336,0,,
